policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020027,Hedge Fund,Southwest,2024,173485,0,0.0,0.0,0.0,5.496758305221874,0.76275,26.538461538461537,0.0,2,0.084,0.0945,0.09444,254043.15,23991.53,53314.52,-120170.48,0.30731,0.0,121439.34297607289,470663.53740713943,76847.69687035697
POL-2020028,Community Bank,Northeast,2020,413549,0,0.0,0.0,0.0,5.608738925969307,0.9055000000000001,2.8571428571428577,0.0,10,0.389,0.10497,0.1049,422724.09,44342.1,98538.0,-315011.0,0.23827,0.0,366350.7982324673,879444.3111728261,142510.2155586413
POL-2020029,Community Bank,West,2020,55535,0,0.0,0.0,0.0,4.275276264727001,0.543,49.0,1.3862943611198906,5,0.048,0.36664,0.36639,1403094.44,514080.87,1142401.94,1086866.94,20.57085,0.0,2579174.108045118,4519492.8137114905,1368376.5806855746
POL-2020030,Broker-Dealer,Southeast,2020,571877,0,0.0,0.0,0.0,5.719983853994209,0.89525,6.136363636363637,0.0,10,0.4,0.02638,0.02636,19678523.21,518770.29,1152822.87,580945.87,2.01586,0.0,0.0,10000000.0,1652822.87
POL-2020031,Hedge Fund,National,2022,430268,0,0.0,0.0,0.0,6.22098770538623,0.81425,12.162162162162161,0.0,2,0.036,0.22717,0.22701,826353.67,187590.65,416868.11,-13399.89,0.96886,0.0,1105963.4582057344,2000000.0,516868.11
POL-2020032,Credit Union,Midwest,2020,65773,1,1.0,470635.0,202962.0,4.3054155323020415,0.771,22.1875,0.0,5,0.127,0.16071,0.1606,1280163.81,205600.44,456889.86,391116.86,6.94647,7.15544,1835816.5989225237,3163340.1059195204,615056.865295976
POL-2020033,Custodian Bank,West,2021,5622277,0,0.0,0.0,0.0,8.051054085272654,0.718,1.8918918918918919,1.0986122886681098,10,0.488,0.05203,0.05199,534152.9,27770.35,61711.89,-5560565.11,0.01098,0.0,0.0,817607.8359428397,102592.28179714199
POL-2020034,Credit Union,West,2024,31040,0,0.0,0.0,0.0,3.4965075614664802,0.755,9.6875,0.0,5,0.235,0.20659,0.20645,298979.46,61723.47,137163.27,106123.27,4.41892,0.0,468148.7379331835,800970.5164455848,177211.79582227924
POL-2020035,Credit Union,National,2020,274154,0,0.0,0.0,0.0,5.007965065540377,0.6279999999999999,10.689655172413794,0.0,15,0.659,0.32504,0.32482,512485.52,166466.81,369926.24,95772.24,1.34934,0.0,983906.9604262906,1622456.85008488,451049.082504244
POL-2020036,Investment Bank,Southeast,2024,70953772,0,0.0,0.0,0.0,8.982184278838428,0.7709999999999999,11.363636363636365,0.0,100,3.523,0.09851,0.09845,13063304.73,1286025.04,2857833.41,-68095938.59,0.04028,0.0,8192937.116367609,23958998.121198323,4055783.3160599163
POL-2020037,Fintech-Payments,Midwest,2023,1038035,0,0.0,0.0,0.0,6.002157176646725,0.86075,8.604651162790699,0.0,15,0.347,0.22523,0.22507,706934.15,159111.78,353581.73,-684453.27,0.34063,0.0,1106325.8251772162,2339022.961340231,470532.87806701154
POL-2020038,Fintech-Lending,Midwest,2023,276588,0,0.0,0.0,0.0,4.314817884980432,0.57775,16.11111111111111,0.0,25,0.517,0.20105,0.20091,2146839.93,431321.76,958492.8,681904.8,3.46542,0.0,2712030.128318697,5515855.124542221,1234285.5562271113
POL-2020039,Community Bank,Midwest,2021,71494,0,0.0,0.0,0.0,4.3294166844015844,0.67875,14.0625,0.0,5,0.099,0.21126,0.21112,4680140.48,988067.18,2195704.84,2124210.84,30.71174,0.0,5000000.0,7539247.7543844385,2572667.2277192217
POL-2020040,Asset Manager,West,2020,823709,1,1.0,405495.0,0.0,7.369915730766847,0.47475000000000006,24.999999999999996,0.0,2,0.025,0.22758,0.22742,1049591.56,238698.47,530441.04,-293267.96,0.64397,0.49228,1779870.2683181968,2436556.8729365296,652268.8836468265
POL-2020041,Investment Bank,Southwest,2024,47546400,0,0.0,0.0,0.0,8.917243666822904,0.66825,7.894736842105263,0.0,50,0.434,0.12086,0.12078,2846985.62,343864.21,764142.7,-46782257.3,0.01607,0.0,2493879.715442995,5568753.290393192,1042580.3645196597
POL-2020042,Insurance Carrier,National,2021,79408735,0,0.0,0.0,0.0,9.483606532693603,0.8450000000000001,15.294117647058824,0.0,100,2.16,0.08416,0.0841,4122111.37,346680.77,770401.71,-78638333.29,0.0097,0.0,918193.689902679,6872186.135362718,1114011.0167681358
POL-2020043,Community Bank,Southeast,2023,70241,0,0.0,0.0,0.0,3.883623530906448,0.7,4.634146341463415,0.6931471805599453,15,0.33,0.13025,0.13016,1001718.72,130380.17,289733.72,219492.72,4.12485,0.0,1254485.9863951453,2790075.217975342,429237.4808987671
POL-2020044,Broker-Dealer,Southwest,2022,2566583,0,0.0,0.0,0.0,6.608944848742513,0.90525,4.8,0.6931471805599453,25,0.785,0.07631,0.07626,12799265.72,976106.15,2169124.79,-397458.21,0.84514,0.0,4682639.964445566,21574060.973135084,3247827.8386567542
POL-2020045,Asset Manager,Midwest,2021,1713211,1,1.0,210858.0,63685.0,6.5807778239227135,0.6665,7.096774193548387,1.3862943611198906,25,0.297,0.17109,0.17097,7395586.62,1264446.28,2809880.62,1096669.62,1.64013,0.12308,9126219.38422721,16388184.27598728,3629289.833799364
POL-2020046,Regional Bank,Southeast,2021,218936,0,0.0,0.0,0.0,5.907811162110729,0.8610000000000001,4.166666666666667,0.0,2,0.094,0.07336,0.07331,898684.25,65879.73,146399.39,-72536.61,0.66869,0.0,342960.16946856695,1783429.495939424,235570.8647969712
POL-2020047,Fintech-Lending,Southeast,2020,238228,0,0.0,0.0,0.0,3.7376696182833684,0.8115,5.7142857142857135,0.6931471805599453,50,0.899,0.08113,0.08107,2202310.33,178540.61,396756.92,158528.92,1.66545,0.0,1117868.8638521354,3597173.684767849,576615.6042383924
POL-2020048,Broker-Dealer,National,2020,1288112,0,0.0,0.0,0.0,7.018222732008108,0.83825,68.23529411764706,0.0,5,0.118,0.10006,0.09999,11277081.27,1127582.04,2505737.86,1217625.86,1.94528,0.0,5000000.0,5000000.0,2755737.86
POL-2020049,Credit Union,National,2020,130984,0,0.0,0.0,0.0,4.180522258463153,0.7405000000000002,8.78048780487805,0.0,25,1.02,0.25922,0.25905,1198001.26,310336.68,689637.08,558653.08,5.26505,0.0,2023990.8863507828,3548907.486545232,867082.4543272615
POL-2020050,Credit Union,West,2024,49456,0,0.0,0.0,0.0,4.079230924412053,0.8150000000000001,23.25,0.6931471805599453,5,0.11,0.15976,0.15966,362187.09,57825.01,128500.01,79044.01,2.59827,0.0,453449.5369199422,1027362.5014208776,179868.1350710439
POL-2020051,Community Bank,National,2021,54355,1,1.0,37128.0,15439.0,3.0726933146901194,0.59025,35.65217391304348,0.6931471805599453,25,0.282,0.29618,0.29597,1599384.73,473373.55,1051941.22,997586.22,19.35316,0.68307,3007968.615638888,5591047.8530675685,1331493.6126533784
POL-2020052,Community Bank,Southeast,2022,15587,0,0.0,0.0,0.0,3.879499813722586,0.88925,11.25,0.6931471805599453,1,0.044,0.13601,0.13592,236893.03,32198.6,71552.44,55965.44,4.59052,0.0,322036.0302526987,750082.2551992171,109056.55275996086
POL-2020053,Investment Bank,West,2024,1613262,1,1.0,2146685.0,446431.0,8.055379929354201,0.45475,42.285714285714285,0.0,1,0.025,0.26632,0.26614,267523.41,71199.03,158220.06,-1455041.94,0.09807,1.33065,459774.7102099852,801618.9758035803,198301.008790179
POL-2020054,National Bank,National,2020,1422889470,0,0.0,0.0,0.0,11.48964046123352,0.7057499999999999,16.857142857142858,0.6931471805599453,250,9.087,0.19694,0.19681,10010337.56,1970127.12,4378060.27,-1418511409.73,0.00308,0.0,13765263.039203808,24973195.109132253,5626720.025456612
POL-2020055,Asset Manager,Southwest,2022,311047,0,0.0,0.0,0.0,6.857303735486039,0.6887500000000001,3.58974358974359,0.6931471805599453,1,0.025,0.12368,0.12359,735882.95,90951.08,202113.51,-108933.49,0.64978,0.0,686063.6811668265,1000000.0,252113.51
POL-2020056,Custodian Bank,National,2024,15675741,0,0.0,0.0,0.0,8.708177121288845,0.57875,4.583333333333334,0.6931471805599453,25,0.283,0.18205,0.18193,7074665.42,1287070.64,2860156.98,-12815584.02,0.18246,0.0,8080253.42419238,19593594.14239243,3839836.687119622
POL-2020057,Community Bank,Midwest,2022,96478,0,0.0,0.0,0.0,4.669083511731744,0.77225,10.357142857142856,0.0,5,0.249,0.22289,0.22274,358339.25,79815.7,177368.21,80890.21,1.83843,0.0,582890.8706657289,1014684.5452678291,228102.43726339145
POL-2020058,Regional Bank,National,2024,291724,1,1.0,541634.0,143759.0,6.1235887000350235,0.484,4.333333333333333,1.0986122886681098,2,0.025,0.31392,0.3137,5668541.15,1778237.08,3951637.96,3659913.96,13.54581,1.85667,2000000.0,4000000.0,4151637.96
POL-2020059,Regional Bank,West,2021,652023,0,0.0,0.0,0.0,6.228708222800973,0.6865000000000001,2.8205128205128207,0.0,10,0.234,0.23714,0.23698,2445252.51,579480.24,1287733.86,635710.86,1.97498,0.0,3517846.0885789627,5733822.439571201,1574424.98197856
POL-2020060,Community Bank,Midwest,2024,21785,0,0.0,0.0,0.0,3.696351468952637,0.79475,9.666666666666666,0.0,2,0.026,0.18933,0.1892,1310014.14,247857.54,550794.54,529009.54,25.2832,0.0,1586440.58801164,2000000.0,650794.54
POL-2020061,Broker-Dealer,Midwest,2023,830257,0,0.0,0.0,0.0,7.25749623831794,0.65175,5.357142857142857,0.0,2,0.091,0.10615,0.10608,6107247.87,647859.46,1439687.69,609430.69,1.73403,0.0,2000000.0,2001446.8394677148,1539760.0319733857
POL-2020062,Hedge Fund,National,2020,815679,0,0.0,0.0,0.0,6.3875524934035495,0.6645,2.8571428571428568,0.6931471805599453,5,0.085,0.21614,0.21599,1214016.45,262217.96,582706.59,-232972.41,0.71438,0.0,1746308.1690257299,3227207.371897373,744066.9585948687
POL-2020063,Asset Manager,Southwest,2023,3841150,0,0.0,0.0,0.0,7.036588150825105,0.649,59.677419354838705,0.0,50,1.207,0.20843,0.20829,560683.03,116784.84,259521.86,-3581628.14,0.06756,0.0,839013.9753792564,1641617.2701860406,341602.723509302
POL-2020064,Community Bank,Midwest,2024,58357,0,0.0,0.0,0.0,4.04305126783455,0.8212499999999999,2.162162162162162,0.0,5,0.029,0.05847,0.05843,507859.64,29674.19,65942.64,7585.64,1.12999,0.0,72899.19190130387,786537.467463824,105269.5133731912
POL-2020065,Fintech-Lending,Midwest,2021,562539,0,0.0,0.0,0.0,5.515040350059324,0.8337500000000001,8.787878787878787,0.6931471805599453,10,0.32,0.21358,0.21343,1621625.05,346107.07,769126.83,206587.83,1.36724,0.0,2423268.7966728183,4817950.791832099,1010024.3695916049
POL-2020066,Asset Manager,West,2022,412439,0,0.0,0.0,0.0,5.938327448694853,0.7217500000000001,2.8205128205128207,0.0,5,0.113,0.11216,0.11209,924415.4,103614.19,230253.75,-182185.25,0.55827,0.0,785839.549837747,1957012.6116984517,328104.3805849226
POL-2020067,Asset Manager,Northeast,2021,1356547,1,1.0,4463169.0,3093442.0,6.452364362104247,0.7102499999999999,37.89473684210526,0.6931471805599453,15,0.41,0.17421,0.17409,1109845.01,193209.54,429354.54,-927192.46,0.31651,3.2901,1320066.54870019,2814180.5608443073,570063.5680422153
POL-2020068,Community Bank,Southwest,2024,80270,0,0.0,0.0,0.0,4.12552017969055,0.6652499999999999,19.166666666666668,0.6931471805599453,10,0.316,0.09781,0.09775,886420.52,86645.49,192545.54,112275.54,2.39872,0.0,626119.0770950528,1686062.4135751128,276848.66067875567
POL-2020069,Community Bank,Northeast,2022,196424,1,1.0,31953.0,25242.0,4.724729421045731,0.49949999999999994,12.702702702702702,1.0986122886681098,15,0.244,0.18973,0.1896,1220740.32,231452.0,514337.78,317913.78,2.61851,0.16267,1413329.0874206119,2384613.6490957537,633568.4624547877
POL-2020070,Community Bank,Northeast,2023,104971,0,0.0,0.0,0.0,4.237000862623624,0.69575,13.75,0.6931471805599453,10,0.194,0.12644,0.12635,141398.63,17866.03,39702.28,-65268.72,0.37822,0.0,145787.9094455372,297944.6572144301,54599.5128607215
POL-2020071,Community Bank,West,2024,54389,1,1.0,69852.0,0.0,5.122772794033106,0.6467499999999999,2.058823529411765,1.3862943611198906,1,0.041,0.26194,0.26176,1057118.6,276713.46,614918.81,560529.81,11.30594,1.2843,1000000.0,1709267.388085588,700382.1794042794
POL-2020072,Regional Bank,Midwest,2020,1923082,0,0.0,0.0,0.0,7.089743446874854,0.6657500000000001,34.0,0.0,10,0.266,0.19911,0.19898,1153037.72,229427.89,509839.75,-1413242.25,0.26512,0.0,1423363.8211302112,2889396.5788938864,654309.5789446944
POL-2020073,Regional Bank,Southeast,2020,125887,0,0.0,0.0,0.0,5.969218938160663,0.614,5.3125,1.0986122886681098,1,0.025,0.20456,0.20442,13271261.21,2712875.81,6028612.9,5902725.9,47.88908,0.0,1000000.0,2000000.0,6128612.9
POL-2020074,Community Bank,West,2024,59329,1,1.0,84405.0,60193.0,3.8753590210565547,0.54225,15.714285714285714,0.0,10,0.496,0.1926,0.19247,235082.51,45246.14,100546.97,41217.97,1.69474,1.42266,323119.2443033026,732253.019033923,137159.62095169615
POL-2020075,Hedge Fund,Southeast,2023,512016,0,0.0,0.0,0.0,5.401776074916267,0.8604999999999999,23.61111111111111,0.0,10,0.076,0.08462,0.08457,2976159.62,251682.47,559294.38,47278.38,1.09234,0.0,1380746.432479979,6147485.607085523,866668.6603542762
POL-2020076,Community Bank,National,2024,22068,0,0.0,0.0,0.0,4.139955073474153,0.8272499999999999,2.3684210526315788,0.0,1,0.032,0.18925,0.18912,1174824.42,222181.01,493735.57,471667.57,22.37337,0.0,1000000.0,1000000.0,543735.5700000001
POL-2020077,Insurance Carrier,Southwest,2023,34041307,0,0.0,0.0,0.0,8.709382567408541,0.47275,15.454545454545453,0.0,100,2.177,0.14979,0.14969,1019669.85,152633.22,339184.94,-33702122.06,0.00996,0.0,1220128.6317426204,2770026.126832428,477686.2463416214
POL-2020078,Credit Union,Midwest,2021,21316,0,0.0,0.0,0.0,3.758871825933971,0.638,20.54054054054054,0.6931471805599453,2,0.071,0.24974,0.24957,596296.8,148819.09,330709.09,309393.09,15.51459,0.0,752447.3563919044,1636594.8873514903,412538.83436757454
POL-2020079,Asset Manager,West,2022,7427551,0,0.0,0.0,0.0,7.225918058687505,0.51225,7.5675675675675675,0.6931471805599453,100,3.887,0.25747,0.25729,1657366.89,426422.26,947605.03,-6479945.97,0.12758,0.0,2539819.178444864,3904208.9654611163,1142815.478273056
POL-2020080,Broker-Dealer,National,2020,5346919,0,0.0,0.0,0.0,6.677083461247136,0.76925,23.191489361702132,0.0,100,3.343,0.05549,0.05545,40134886.95,2225368.77,4945263.93,-401655.07,0.92488,0.0,8816070.570213115,62725835.50694416,8081555.705347208
POL-2020081,Community Bank,West,2024,466161,0,0.0,0.0,0.0,4.72384171570559,0.5535,10.37037037037037,0.0,50,0.481,0.33213,0.33191,1487932.38,493852.77,1097450.6,631289.6,2.35423,0.0,2742608.9278114447,4400707.474573897,1317485.973728695
POL-2020082,Investment Bank,Southwest,2022,18548775,0,0.0,0.0,0.0,8.273260025894471,0.9317500000000002,5.8,0.6931471805599453,50,1.956,0.06515,0.0651,1510312.68,98327.75,218506.1,-18330268.9,0.01178,0.0,647496.179463415,2911411.7097986625,364076.6854899331
POL-2020083,Asset Manager,Northeast,2022,214612,0,0.0,0.0,0.0,6.060524083039477,0.8045000000000001,14.871794871794872,0.0,2,0.082,0.11593,0.11585,2210349.16,256062.44,569027.64,354415.64,2.65143,0.0,1947422.3766081198,2000000.0,669027.64
POL-2020084,Asset Manager,West,2024,996196,0,0.0,0.0,0.0,6.737915499690239,0.59775,8.709677419354838,0.6931471805599453,5,0.087,0.40555,0.40527,1978159.07,801685.09,1781522.42,785326.42,1.78833,0.0,4697447.067130448,6482847.006062487,2105664.7703031246
POL-2020085,Insurance Carrier,National,2020,6675041,0,0.0,0.0,0.0,8.264929741528176,0.858,3.8461538461538463,0.0,10,0.397,0.13054,0.13045,1197595.88,156229.67,347177.04,-6327863.96,0.05201,0.0,1127155.9115881305,3078127.8697114917,501083.43348557455
POL-2020086,Investment Bank,Southwest,2021,31188870,0,0.0,0.0,0.0,8.202783771036776,0.6925,5.625,0.0,100,1.402,0.11993,0.11984,37588159.92,4504739.19,10010531.53,-21178338.47,0.32096,0.0,24212074.913256846,84410871.68102634,14231075.114051316
POL-2020087,Fintech-Lending,Southeast,2023,323298,0,0.0,0.0,0.0,5.091908014224992,0.688,13.333333333333332,0.6931471805599453,10,0.32,0.2305,0.23035,2730669.66,629001.1,1397780.22,1074482.22,4.3235,0.0,4615632.255777549,8621029.94557191,1828831.7172785955
POL-2020088,Fintech-Lending,Midwest,2022,7837937,0,0.0,0.0,0.0,6.799501693541883,0.7755,12.1875,0.0,100,3.661,0.17903,0.17891,1097759.94,196400.5,436445.55,-7401491.45,0.05568,0.0,1439140.1460122967,3168409.5496329186,594866.0274816459
POL-2020089,Hedge Fund,West,2023,783707,0,0.0,0.0,0.0,5.8766147054290405,0.7965,28.055555555555554,0.6931471805599453,10,0.36,0.14148,0.14138,788177.72,111432.43,247627.62,-536079.38,0.31597,0.0,838552.126657389,1834378.639503121,339346.55197515606
POL-2020090,Community Bank,Northeast,2021,86929,0,0.0,0.0,0.0,4.986342601527212,0.6475,8.0,0.0,2,0.025,0.19082,0.19069,249806.99,47635.33,105856.29,18927.29,1.21773,0.0,330214.22516827093,730442.4733747015,142378.41366873507
POL-2020091,National Bank,Southwest,2021,89847975,0,0.0,0.0,0.0,9.512709066079587,0.7485,2.7450980392156863,0.6931471805599453,100,4.423,0.09689,0.09683,18768049.38,1817220.45,4038267.68,-85809707.32,0.04495,0.0,15235687.992372984,41867065.43050634,6131620.9515253175
POL-2020092,Regional Bank,Midwest,2021,731439,0,0.0,0.0,0.0,5.776103136235827,0.6577500000000001,6.341463414634147,0.0,25,0.89,0.09155,0.09149,1512370.57,138360.16,307467.03,-423971.97,0.42036,0.0,971742.3773640101,3195502.5105007347,467242.15552503674
POL-2020093,Fintech-Lending,West,2024,178059,0,0.0,0.0,0.0,4.432006566978902,0.8170000000000001,8.0,0.0,10,0.376,0.11589,0.11581,1116963.4,129355.02,287455.6,109396.6,1.61438,0.0,1043996.395285069,2997303.821741561,437320.79108707805
POL-2020094,Insurance Carrier,Southwest,2022,20664567,1,1.0,139925.0,4058.0,8.88527483093659,0.61625,7.0,0.0,25,0.273,0.18195,0.18182,1640573.01,298295.55,662879.0,-20001688.0,0.03208,0.00677,2041293.8535166397,4562817.090017747,891019.8545008873
POL-2020095,Regional Bank,Southeast,2020,555904,1,1.0,733763.0,322839.0,6.357322200621367,0.5250000000000001,10.909090909090908,0.6931471805599453,5,0.141,0.32291,0.32268,990248.69,319537.95,710084.33,154180.33,1.27735,1.31995,1808736.740934742,3929920.5026175785,906580.3551308789
POL-2020096,Community Bank,Southwest,2020,58732,0,0.0,0.0,0.0,4.334672938290411,0.6637500000000001,2.0689655172413794,0.6931471805599453,5,0.078,0.144,0.1439,273841.71,39407.11,87571.37,28839.37,1.49103,0.0,355904.7249997251,739728.0522688855,124557.77261344428
POL-2020097,Asset Manager,Midwest,2020,3000740,0,0.0,0.0,0.0,7.305121008833652,0.7195,11.5,0.0,15,0.395,0.26786,0.26767,3397149.66,909329.22,2020731.59,-980008.41,0.67341,0.0,5958527.026970126,11985936.576518664,2620028.4188259332
